name,Date,Lived here...,Famous_for,Address,Hear the story,latitude,longitude,DIID,Parklane,Belgravia,
MEE; Arthur,(1875-1943),Journalist; Author and Topographer; lived here.  Address: 27 Lanercost Road; Tulse Hill; SW2,,,,51.43973,-0.110222,,N,N,
MELBA; Dame Nellie,(1861-1931),"; Operatic Soprana resided here in 1906.  Address: Coombe House; Devey Close; (off Beverley Lane), Kingston upon Thames",,,,51.422696,-0.301999,,N,N,
MELVILLE; Herman,(1819-1891),; Author of Moby Dick; lived here in 1849  Address: 25 Craven Street; WC2,,,,51.507478,-0.124856,,N,N,
MEREDITH; George; OM,(1828-1909),Poet and Novelist; lived here.  Address: 7 Hobury Street; SW10,,,,51.483733,-0.179792,,N,N,
METTERNICH; Prince,(1773-1859),Austrian Statesman; lived here in 1848.  Address: 44 Eaton Square,,,,51.494984,-0.15216,,N,N,
MEYNELL; Alice,(1847-1922),Poet and Essayist; lived here.  Address: 47 Palace Court; W2,,,,51.510786,-0.191901,,N,N,
MILL; John Stuart,(1806-1873),Philosopher; lived here.  Address: 18 Kensington Square; W8,,,,51.500287,-0.189897,,N,N,
MILLAIS; Sir John Everett; Bt PRA,(1829-1896),Painter; lived and died here.  Address: 2 Palace Gate; W8,,,,51.500788,-0.18403,,N,N,
MILLBANK PRISON,(XXXX),Near this site stood Millbank Prison; which was opened in 1816 and closed in 1890. This buttress stood at the head of the river steps from which; until 1867; prisoners sentenced to transportation embarked on their journey to Australia.  Address: Millbank; SW1,,,,51.496078,-0.125411,,N,N,
MILLER; Lee,(1907-1977),"Photographer  PENROSE; Sir Roland (1900-1984), Surrealist lived here.  Address: 21 Downshire Hill; NW3",,,,51.556391,-0.169345,,N,N,
Lived in 1914-1936.,(1882-1956),,Author,"13 Mallord Street, SW3",,51.485763,-0.174533,,N,N,
MILNER; Alfred; Lord,(1854-1925),Statesman; lived here.  Address: 14 Manchester Square; W1,,,,51.518768,-0.15405,,N,N,
MITFORD; Nancy,(1904-1973),Worked here 1942-1945.  ,Writer,"Heywood Hill's bookshop, 10 Curzon Street, Mayfair, W1",,51.506882,-0.146635,,N,N,
MONDRIAN; Piet Cornelis,(1872-1944),,Painter,"60 Parkhill Road, NW3",,51.551875,-0.159459,,N,N,
"BURNEY, Fanny (Madame D'Arblay)",(1752-1840),,"English satirical novelist, diarist and playwright.","11 Bolton Street, W1",,51.506557,-0.143656,Mayfair,N,N,
MONTEFIORE; Sir Moses,(1784-1885),Lived here for sixty years.,Phlantrhopist and Jewish leader,"99 Park Lane, W1",,51.510458,-0.156758,,N,N,
MONTGOMERY; Field Marshal; Viscount; of Alamein,(1887-1976),Born here.,Military leader,"Oval House, 52-54 Kennington Oval, SE11",,51.485462,-0.117022,,N,N,
MOODY; Dr Harold,(1882-1847),Lived and worked here.,Campaigner for racial equality,"164 Queen's Road; Peckham, SE15",,51.473118,-0.051877,,N,N,
MOORE; George,(1852-1933),Lived and died here.,Author,"121 Ebury Street, SW1",,51.490104,-0.148248,,N,N,
MOORE; Henry O.M,(1898-1986),Lived and worked here 1929-1940,Sculptor,"11a Parkhill Road; Hampstead, NW3",,51.550125,-0.158586,,N,N,
MOORE; Tom,(1779-1852),Lived here,Irish poet,"85 George Street, W1",,51.517259,-0.156553,,N,N,
MORGAN; Charles,(1894-1958),Lived and died here.,Novelist and critic,16 Campden Hill Square; Kensington; W8,,51.507408,-0.200002,,N,N,
MORGAN; Junius S.,(1813-1890),"And MORGAN; John Pierpont Morgan (1837-1913), International Bankers; lived here  Address: 14 Princes Gate; SW7",,,,51.501806,-0.171953,,N,N,
MORRELL; Lady Ottoline,(1873-1938),Lived here,Literary host and patron of the Arts,10 Gower Street; WC1,,51.519749,-0.129669,,N,N,
MORRISON; Herbert; Lord Morrison of Lambeth,(1888-1965),Lived here 1929-1960. ,Cabinet Minister and Leader of the London County Council,"55 Archery Road; Eltham, SE9",,51.454224,0.055246,,N,N,
MORSE; Samuel,(1791-1872),Lived here 1812-1815. ,American painter and inventor of Morse Code,"141 Cleveland Street, W1",,51.522623,-0.141322,,N,N,
MOUNTBATTEN; Earl of Burma,(1900-1979),Lived here with Countess of Burma (1901-1960) ,Last Viceroy (and Vicereine) of India,"2 Wilton Crescent, SW1",,51.496146,-0.143216,,N,N,
MOZART; Wolfgang Amadeus,(1756-1791),Composed his first symphony here in 1764.,"Composer, musical prodigy",180 Ebury Street; SW1,https://ndiid.com/yogvCIWM-reLf39lC8dA4VJF1ahqHdbbAVeTDhYNqKM,51.490104,-0.148248,Belgravia,N,Y,
MUIRHEAD; Alexander,(1848-1920),Lived here.,Electrical Engineer,20 Church Road; Shortlands,,51.405371,0.013075,,N,N,
MUNRO; Hector Hugh; alias SAKI,(1870-1916),Lived here.,Short story writer,"97 Mortimer Street, W1",,51.517448,-0.142462,,N,N,
MURROW; Edward R.,(1908-1965),Lived here 1938-1946,American broadcaster,"Flat no.5, Weymouth House; 84-94 Hallam Street, W1",,51.51985,-0.142094,,N,N,
MYERS; George,(1803-1875),Lived here 1842-1853.,Master Builder,"131 St George's Road, SE1",,51.496368,-0.105385,,N,N,
NAPOLEON III,(1808-1873),Lived here 1848.,Emperor of the French,"1c King Street; St James's, SW1",,51.506063,-0.133204,,N,N,
NASH; Paul,(1889-1946),Artist; lived in 1914-1936. Address: ,Artist,"Flat 176, Queen Alexandra Mansions, Bidborough Street, King's Cross, WC1",,51.527424,-0.127055,,N,N,
NEHRU; Jawaharlal,(1889-1964),First Prime Minister of India; lived here in 1910 and 1912. Address: 60 Elgin Crescent; W11,,,,51.514083,-0.208232,,N,N,
NELSON; Horatio; Lord,(1758-1805),lived here in 1797. Born 1758; fell at Trafalgar 1805. Address: 147 New Bond Street,,,,51.51135,-0.143495,,N,N,
NELSON; Horatio; Lord,(1758-1805),lived here in 1798. Address: 103 New Bond Street; W1,,,,51.513648,-0.145856,,N,N,
NEWBOLT; Sir Henry,(1862-1938),Poet; lived here. Address: 29 Campden Hill Road; Kensington; W8,,,,51.501756,-0.195464,,N,N,
NEWMAN; John Henry In this house John Henry NEWMAN,(1801-1890),later Cardinal Newman; spent some of his early years. Address: Grey Court; Ham Street; Ham,,,,51.438414,-0.313942,,N,N,
NEWTON; Sir Isaac,(1642-1727),Natural Philosopher; lived here. Address: 87 Jermyn Street; SW1,,,,51.508161,-0.137538,,N,N,
NICHOLSON; Ben; O.M.,(1894-1982),Artist; lived and died here Address: 2B Pilgrims Lane; NW3,,,,51.554845,-0.172505,,N,N,
NICOLSON; Harold,(1886-1968),"SACKVLLE-WEST; Vita (1892-1962), Writers and Gardeners; lived here. Address: 182 Ebury Street; Belgravia; SW1",,,,51.490104,-0.148248,,N,N,
"CAYLEY, Sir George",(1773-1857),,Scientist and Pioneer of Aviation,"20 Hertford Street, W1",,51.50529,-0.149899,Mayfair,N,N,
NIGHTINGALE; Florence,(1820-1910),In a house on this site; Florence Nightingale; 1820-1910; lived and died. Address: 10 South Street; W1,,,,51.50813,-0.152891,,N,N,
NKRUMAH; Kwame,(1909-1972),First President of Ghana; lived here; 1945-1947. Address: 60 Burghley Road; Camden; NW5,,,,51.555402,-0.141892,,N,N,
NOEL-BAKER; Philip,(1889-1982),Olympic Sportsman; Campaigner for Peace and Disarmament; lived here. Address: 16 South Eaton Place; Belgravia; SW1,,,,51.493614,-0.153019,,N,N,
NOLLEKENS; Joseph,(1737-1823),Sculptor; lived and died in a house on this site. Address: 44 Mortimer Street; W1,,,,51.517808,-0.140499,,N,N,
NOVELLO; Ivor,(1893-1951),Composer and Actor-Manager; lived and died in a flat on the top floor of this building. Address: 11 Aldwych; WC2,,,,51.512157,-0.118949,,N,N,
O'CASEY; Sean,(1880-1964),Playwright; lived here at flat No. 49 Address: 49 Overstrand Mansions; Prince of Wales Drive; Battesea Park; SW11,,,,51.466274,-0.174497,,N,N,
O'HIGGINS; Bernardo,(1778-1842),General; Statesman and Liberator of Chile; lived and studied here. Address: Clarence House; 2 The Vineyard; Richmond,,,,51.45759,-0.303042,,N,N,
OLDFIELD; Ann,(1683-1730),Actress; first occupant of this house; 1725-1730. Address: 60 Grosvenor Street; Mayfair; W1,,,,51.511729,-0.147157,,N,N,
OLIVER; Percy Lane,(1878-1944),Founder of the first voluntary blood donor service; lived and worked here. Address: 5 Colyton Road; SE22,,,,51.454217,-0.061191,,N,N,
ONSLOW; Arthur,(1691-1768),Speaker of the House of Commons from 1728 to 1761; lived in a house on this site. Address: 20 Soho Square; W1,,,,51.515544,-0.132811,,N,N,
ORPEN; Sir William,(1878-1931),Painter; lived here. Address: 8 South Bolton Gardens; SW5,,,,51.48984,-0.186864,,N,N,
ORWELL; George,(1903-1950),Novelist and Political Essayist; lived here. Address: 50 Lawford road; NW5,,,,51.546355,-0.136477,,N,N,
OSTERBERG; Martina Bergman,(1849-1915),Pioneer of Physical Education for Women; lived and worked here. Address: 1 Broadhurst Gardens; Hampstead; NW6,,,,51.546588,-0.185103,,N,N,
OUIDA (Marie Louise de la Ramee);,(1839-1908),Novelist; lived here. Address: 11 Ravenscourt Square; W6,,,,51.497593,-0.241719,,N,N,
PAGE; Sir Frederick Handley,(1885-1962),Aircraft Designer and Manufacturer; lived here in Flat 3. Address: 18 Grosvenor Square; W1,,,,51.502444,-0.152153,,N,N,
PALGRAVE; Francis Turner,(1824-1897),Compiler of 'The Golden Treasury'; lived here 1862-1875. Address: 5 York Gate; Regent's Park; NW1,,,,51.523221,-0.152623,,N,N,
PALMER; Samuel,(1805-1881),Artist; lived here 1851-1861. Address: 6 Douro Place; W8,,,,51.499911,-0.186992,,N,N,
"SELFRIDGE, Harry Gordon",(1858-1947),,Department Store Magnate,"The Lansdowne Club, 9 Fitzmaurice Place, W1",,51.50473,-0.148633,Mayfair,N,N,
PALMERSTON; Henry John Temple; 3rd Viscount,(1784-1865),Lord; Palmerston; 1784-1865; Statesman; lived here Address: 4 Carlton Gardens; SW1,,,,51.505602,-0.134106,,N,N,
PALMERSTON; Henry John Temple; 3rd Viscount,(1784-1865),"Lord; Palmerston; (1784-1865), Prime Minister; Born here Address: 20 Queen Anne's Gate; SW1",,,,51.500512,-0.133581,,N,N,
PALMERSTON; Lord,(1784-1865),In this house formerly a Royal residence lived Lord Parlmerston; Prime Minister and Foreign Secretary. Address: Naval and Military Club; 94 Piccadilly; W1,,,,51.505573,-0.145241,,N,N,
PANKHURST; Emmeline,(1858-1928),"and Dame Christabel PANKHURST (1880-1958), Campaigners for Women's Suffrage; lived here. Address: 50 Clarendon Road; Holland Park; W11",,,,51.510186,-0.209269,,N,N,
PANKHURST; Sylvia,(1882-1960),Campaigner for Women's Rights; lived here. Address: 120 Cheyne Walk; SW10,,,,51.481155,-0.176747,,N,N,
PARRY; Hubert,(1848-1918),Musician; lived here. Address: 17 Kensington Square; W8,,,,51.500304,-0.189824,,N,N,
PATEL; Sardar Vallabhbhai Javerbhai,(1875-1950),Indian Statesman; lived here. Address: 23 Aldridge Road Villas; W11,,,,51.519136,-0.200259,,N,N,
PATER; Walter,(1839-1894),Aesthete and Writer; lived and worked here 1885-1893 Address: 12 Earls Terrace; W8,,,,51.498293,-0.198162,,N,N,
PATMORE; Coventry,(1823-1896),Poet and Essayist; lived here 1863-1864. Address: 14 Percy Street; W1,,,,51.518524,-0.13303,,N,N,
PEABODY; George,(1795-1869),Philanthropist; died here. Address: 80 Eaton Square; SW1,,,,51.495291,-0.15357,,N,N,
PEAKE; Mervyn,(1911-1968),Author and Artist; lived here 1960-1968. Address: 1 Drayton Gardens; SW10,,,,51.48847,-0.180936,,N,N,
PEARSON; John Loughborough,(1817-1897),"and later Sir Edwin Landseer LUTYENS (1869-1944), Architects; lived and died here. Address: 13 Mansfield Street; W1",,,,51.518902,-0.145907,,N,N,
PEARSON; Karl,(1857-1936),Pioneer Statistician; lived here. Address: 7 Well Road; Hampstead; NW3,,,,51.559282,-0.174718,,N,N,
"FLEMING, Ian",(1908-1964),,Creator of James Bond,"22 Ebury Street, SW1W 8LW",https://ndiid.com/yogvCIWM-reLf39lC8dA4VJF1ahqHdbbAVeTDhYNqKM,51.495937,-0.147702,Belgravia,N,Y,https://www.youtube.com/watch?v=ZzxPvz2SDSE
PEEL; Sir Robert,(1750-1830),"Manufacturer and Reformer; and his son; Sir Robert PEEL (1788-1850), Prime Minister; Founder of the Metropolitan Police; lived here. Address: 16 Upper Grosvenor Street; W1",,,,51.510297,-0.154708,,N,N,
PELHAM; Henry,(1695-1754),Prime Minister; lived here. Address: 22 Arlington Street; SW1,,,,51.503769,-0.128417,,N,N,
PEPYS; Samuel,(1633-1703),Diarist and Secretary of the Admiralty; lived here 1679-1688. Address: 12 Buckingham Street; WC2,,,,51.508287,-0.123227,,N,N,
PEPYS; Samuel,(1633-1703),"In a house formerly standing on this site lived Samuel PEPYS Diarist and ROBERT HARLEY; Earl of Oxford (1661-1724), Statesman; and in this house lived William ETTY        (1787-1849), Painter; and Clarkson STANFIELD        (1793-1867), Painter. Address: 14 Buckingham Street; WC2",,,,51.508168,-0.123017,,N,N,
PERCEVAL; Spencer,(1762-1812),Prime Minister; lived here. Address: 59-60 Lincoln's Inn Fields; WC2,,,,51.516949,-0.117032,,N,N,
PETRIE; Sir Flinders,(1853-1942),Egyptologist; lived here. Address: 5 Cannon Place; NW3,,,,51.559987,-0.176412,,N,N,
PETTY; William; Earl of Shelburne; 1st Marquess of Lansdowne,(1737-1805),Prime Minister; Supporter of American Independence; lived here Address: The Lansdowne Club; 9 Fitzmaurice Place; Berkeley Square; W1,,,,51.50473,-0.148633,,N,N,
PHELPS; Samuel,(1804-1878),Tragedian; lived here. Address: 8 Canonbury Square; N1,,,,51.543352,-0.100725,,N,N,
PICK; Frank,(1878-1941),Pioneer of Good Design for London Transport; lived here. Address: 15 Wildwood Road; NW11,,,,51.577665,-0.182002,,N,N,
PINERO; Sir Arthur,(1855-1934),Playwright; lived here 1909-1934. Address: 115a Harley Street; W1,,,,51.521115,-0.147968,,N,N,
PISSARRO; Lucien,(1863-1944),Painter; Printer; Wood Engraver; lived here. Address: 27 Stamford Brook Road; Chiswick; W6,,,,51.498534,-0.244791,,N,N,
PITT-RIVERS; Lieutenant General Augustus Henry Lane Fox,(1827-1900),Anthropologist and Archaeologist; lived here. Address: 4 Grosvenor Gardens; SW1,Anthropologist and Archaeologist,4 Grosvenor Gardens; SW1,https://ndiid.com/yogvCIWM-reLf39lC8dA4VJF1ahqHdbbAVeTDhYNqKM,51.488633,-0.129447,Belgravia,N,Y,
PITT; William; Earl of Chatham. Here lived three Prime Ministers: William PITT; Earl of Chatham,(1708-1778),"Earl of Chatham. Here lived three Prime Ministers: William PITT, Earl of Chatham - Edward Geoffrey STANLEY, Earl of Derby (1799-1869), William Ewart GLADSTONE (1708-1778), Edward Geoffrey STANLEY; Earl of Derby        (1799-1869), William Ewart GLADSTONE        (1809-1898). Address: 10 St James's Square; SW1",,,,51.505672,-0.13985,,N,N,
PITT; WILLIAM; the younger,(1759-1806),Prime Minister; lived here 1803 to 1804.;Replaces first plaque put up in 1904 and later removed. Address: 120 Baker Street; W1,,,,51.658674,-0.079878,,N,N,
PLAATJE; Solomon T.,(1876-1932),Black South African Writer and Campaigner for African Rights lived here; Address: 25 Carnarvon Road; E10,,,,51.578573,-0.004675,,N,N,
PLACE; Francis,(1771-1854),Political Reformer; lived here 1833-1851. Address: 21 Brompton Square; SW3,,,,51.498138,-0.169068,,N,N,
PLATH; Sylvia,(1932-1963),Poet lived here 1960-1961. Address: 3 Chalcot Square; Primrose Hill; NW1,,,,51.540915,-0.155591,,N,N,
PLAYFAIR; Sir Nigel,(1874-1934),Actor-Manager; lived here. Address: 26 Pelham Crescent; SW7,,,,51.492285,-0.171124,,N,N,
POPE; Alexander,(1688-1744),"Poet; lived in this row; Mawson's Buildings 1716-1719. Address: Mawson Arms PH (formerly Mawson's Buildings), 110 Chiswick Lane South; Chiswick; W4",,,,51.488121,-0.249574,,N,N,
PORTUGUESE EMBASSY,(XXXX),These two houses; were the Portuguese Embassy; 1724-1747; The; Marquess of Pombal; Portuguese Statesman; Ambassador; 1739-1744; lived here Address: 23-24 Golden Square; W1,,,,51.511426,-0.137457,,N,N,
POUND; Ezra,(1885-1972),Poet; lived here 1909-1914 Address: 10 Kensington Church Walk; W8,,,,51.502682,-0.192778,,N,N,
PRE-RAPHAELITE BROTHERHOOD,(XXXX),In this house The Pre-Raphaelite Brotherhood was founded in 1848. Address: 7 Gower Street; WC1,,,,51.519749,-0.129669,,N,N,
PRIESTLEY; J.B.,(1894-1984),Novelist; playwright and essayist; lived here. Address: 3 The Grove; Highgate; N6,,,,51.570164,-0.151555,,N,N,
PRIESTLEY; Joseph,(1733-1804),Scientist; Philosopher and Theologian; was Minister to the Gravel Pit Meeting here in 1793-1794. Address: Ram Place; E9,,,,51.546774,-0.050128,,N,N,
PRIORY of St John the Baptist; Holywell,(XXXX),The site of this building forms part of what was once the precinct of the Priory of St John the Baptist; Holywell.;Within a few yards stood from 1577 to 1598 the first London building specially devoted to the performance of plays and known as 'The Theatre'. Address: 86-88 Curtain Road; EC2,,,,51.524583,-0.080309,,N,N,
RACKHAM; Arthur,(1867-1939),Illustrator; lived here. Address: 16 Chalcot Gardens; NW3,,,,51.545931,-0.162012,,N,N,
RACZYNSKI; Count Edward,(1891-1993),Polish Statesman; Lived here 1967-1993 Address: 8 Lennox Gardens; SW1,,,,51.496238,-0.163438,,N,N,
"GANDHI, Mahatma",(1869-1948),lived here as a law student,"Indian lawyer, anti-colonial nationalist, and political ethicist, who employed nonviolent resistance to lead the successful campaign for India's independence from British rule, and in turn inspired movements for civil rights and freedom across the world.","20 Baron's court road, W14 9DT",https://www.youtube.com/watch?v=biXNxe5aJrw,51.489809,-0.208449,,N,N,
RAGLAN; Lord Fitzroy Somerset ; 1st Baron,(1788-1855),Commander during the Crimean War; lived here. Address: 5 Stanhope Gate; Hyde Park; W1,,,,51.506639,-0.151456,,N,N,
RAMBERT; Dame Marie,(1888-1982),Founder of Ballet Rambert; lived here. Address: 19 Campden Hill Gardens; Kensington; W8,,,,51.50722,-0.199605,,N,N,
RATHBONE; Eleanor,(1872-1946),Pioneer of family allowances; lived here. Address: Tufton Court; Tufton Street; SW1,,,,51.492602,-0.127631,,N,N,
RATTIGAN; Sir Terence,(1911-1977),Playwright; was born here Address: 100 Cornwall Gardens; SW7,,,,51.496718,-0.187258,,N,N,
RAVILIOUS; Eric,(1903-1942),Artist; lived here 1931-1935. Address: 48 Upper Mall; Hammersmith; W6,,,,51.490398,-0.237757,,N,N,
RED HOUSE,(XXXX),built in 1859-1860 by Philip WEBB; Architect for William MORRIS; Poet and Artist who lived here 1860-1865. Address: Red House Lane; Bexleyheath,,,,51.455794,0.129798,,N,N,
REID DICK; Sir William,(1878-1961),Sculptor; worked here in studio 3; 1910-1914 Address: Clifton Hill Studios; 95a Clifton Hill; NW8,,,,51.535659,-0.18524,,N,N,
REITH; Lord,(1889-1971),First Director-General of the BBC; lived here 1924-1930. Address: 6 Barton Street; SW1,,,,51.497218,-0.127896,,N,N,
RELPH; Harry,(1867-1928),"Little Tich; (Harry Relph), 1867-1928; Music Hall Comedian; lived and; died here Address: 93 Shirehall Park; Hendon; NW4",,,,51.579908,-0.214655,,N,N,
RESCHID; Mustapha Pasha,(1800-1858),Turkish Statesman and Reformer; lived here as an ambassador in 1839. Address: 1 Bryanston Square; W1,,,,51.516702,-0.16016,,N,N,
REYNOLDS; Sir Joshua,(1723-1792),"Portrait Painter; lived and died in a house on this site. Address: Fanum House (site of 47), Leicester Square; WC2",,,,51.510444,-0.130726,,N,N,
RICARDO; Sir Harry,(1885-1974),Mechanical Engineer; was born here Address: 13 Bedford Square; WC1,,,,51.519781,-0.123812,,N,N,
RICHMOND; George,(1809-1896),Painter; lived here 1843-1896. Address: 20 York Street; W1,,,,51.520663,-0.158378,,N,N,
RICKETTS; Charles,(1866-1931),"Charles SHANNON (1863-1937), Glyn PHILPOT        (1863-1937), Vivian FORBES        (1891-1937), James PRYDE        (1866-1941), F. Cayley ROBINSON        (1862-1927). Address: Lansdowne House; 80 Lansdowne Road; W11",,,,51.512653,-0.208318,,N,N,
RIE; Dame Lucie,(1902-1995),Potter; lived and worked here; from 1939 until her death Address: 18 Albion Mews; W2,,,,51.513333,-0.166201,,N,N,
RIZAL; Dr Jos$,(1861-1896),Writer and National Hero of the Philippines; lived here. Address: 37 Chalcot Crescent; NW1,,,,51.540758,-0.156126,,N,N,
ROBERTS; Earl,(1832-1914),Field-Marshal; lived here. Address: 47 Portland Place; W1,,,,51.521068,-0.14547,,N,N,
ROBERTS; William,(1895-1980),Artist; lived; worked and died here 1946-1980 Address: 14 St Mark$s Crescent; Primrose Hill; NW1,,,,51.53883,-0.150601,,N,N,
ROBESON; Paul,(1898-1976),Singer and Actor lived here 1929-1930 Address: The Chestnuts; 1 Branch Hill; NW3,,,,51.553015,-0.163253,,N,N,
ROBINSON; George Frederick Samuel; Marquess of Ripon,(1827-1909),Viceroy of India; lived here Address: 9 Chelsea Embankment; SW3,,,,51.484218,-0.16017,,N,N,
ROBINSON; James,(1813-1862),Pioneer of Anaesthesia and Dentistry Lived and worked here. Address: 14 Gower Street; WC1,,,,51.519749,-0.129669,,N,N,
ROE; Alliott Verdon,(XXXX),Under these arches Alliott Verdon ROE assembled his AVRO No. 1 triplane. In July 1909 he made the first all-British powered flight from Walthamstow Marsh. Address: Railway arches at Walthamstow Marsh Railway Viaduct; Walthamstow Marshes; E17,,,,51.59653,-0.026477,,N,N,
ROGERS; Dr Joseph,(1821-1889),Health Care Reformer; lived here.  Address: 33 Dean Street; W1,,,,51.513562,-0.132459,,N,N,
ROHMER; Sax; Arthur Henry Ward,(1883-1959),Creator of Dr Fu Manchu; lived here.  Address: 51 Herne Hill; SE24,,,,51.45745,-0.095794,,N,N,
ROMILLY; Samuel,(1757-1818),"Here Lived Sir Samuel Romilly, Law Reformer. Address: 21 Russell Square; WC1",,,,51.51806,-0.124845,,N,N,
ROMNEY; George,(1734-1802),Painter; lived here.  Address: 5 Holly Bush Hill; NW3,,,,51.557528,-0.178531,,N,N,
ROSEBERY; 5th Earl of,(1847-1929),Prime Minister and first Chairman of the London County Council; was born here. Address: 20 Charles Street; W1,,,,51.507447,-0.148342,,N,N,
ROSENBERG; Isaac,(1890-1918),Poet and Painter; lived in the East End and studied here.  Address: Whitechapel Library; 77 High Street; E1,,,,51.515182,-0.071983,,N,N,
ROSS; Sir James Clark,(1800-1862),Polar Explorer; lived here.  Address: 2 Eliot Place; Blackheath; SE3,,,,51.46777,0.000438,,N,N,
ROSS; Sir Ronald,(1857-1932),Nobel Laureate; Discoverer of the; mosquito transmission; of malaria; lived here  Address: 18 Cavendish Square; W1,,,,51.516579,-0.14585,,N,N,
ROSSETTI; Christina Georgina,(1830-1894),Poetess; lived and died here.  Address: 30 Torrington Square; WC1,,,,51.521676,-0.134562,,N,N,
ROSSETTI; Dante Gabriel,(1828-1882),Poet & Painter. Born here. Address: 110 Hallam Street; W1,,,,51.51999,-0.143435,,N,N,
ROSSETTI; Dante Gabriel,(1828-1882),"Poet and Painter; and Algernon Charles SWINBURNE (1837-1909), Poet; lived here.  Address: 16 Cheyne Walk; SW3",,,,51.483335,-0.169006,,N,N,
ROSSETTI; Dante Gabriel,(1828-1882),"In this house lived in 1851 Dante Gabriel Rossetti,  Poet and Painter; and from 1856-1859 William MORRIS (1834-1896), Poet and Artist; and Sir Edward C        (Coley), BURNE-JONES        (1833-1898), Painter.  Address: 17 Red Lion Square; WC1",,,,51.51935,-0.118186,,N,N,
ROTHENSTEIN; Sir William,(1872-1945),Painter and Writer lived here 1899-1902. Address: 1 Pembroke Cottages; Edwardes Square; Kensington; W8,,,,51.497379,-0.201439,,N,N,
ROWLANDSON; Thomas,(1757-1827),Artist and Caricaturist; lived in a house on this site.  Address: 16 John Adam Street; Adelphi; WC2,,,,51.50897,-0.123376,,N,N,
ROY; Major-General William,(1726-1790),Founder of the Ordnance Survey; lived here.  Address: 10 Argyll Street; W1,,,,51.51443,-0.14154,,N,N,
ROY; Ram Mohun,(1772-1833),Indian Scholar and Reformer; lived here.  Address: 49 Bedford Square; WC1,,,,51.519781,-0.123812,,N,N,
RUSKIN; John,(1819-1900),Man of Letters; lived in a house on this site.  Address: 26 Herne Hill; SE24,,,,51.456968,-0.096416,,N,N,
RUSSELL; Bertrand,(1872-1970),Philosopher and Campaigner for Peace; lived here in flat no.34; 1911-1916  Address: 34 Russell Chambers; Bury Place; WC1,,,,51.517404,-0.126458,,N,N,
RUSSELL; Lord John; 1st Earl,(1792-1878),Lord John Russell; 1st Earl Russell; Twice Prime Minister; lived here.  Address: 37 Chesham Place; SW1,,,,51.49754,-0.154858,,N,N,
RUTHERFORD; Dame Margaret,(1892-1972),Actress lived here 1895-1920 Address: 4 Berkeley Place; Wimbledon SW19,,,,51.420582,-0.221707,,N,N,
SACKVILLE-WEST; Vita,(1892-1962),Writer and Gardener,Writer and Gardener,182 Ebury Street; Belgravia; SW1,https://ndiid.com/yogvCIWM-reLf39lC8dA4VJF1ahqHdbbAVeTDhYNqKM,51.490104,-0.148248,Belgravia,N,Y,
SALISBURY; Robert Gascoyne Cecil; 3rd Marquess of,(1830-1903),Prime Minister; lived here. Address: 21 Fitzroy Square; W1,,,,51.523054,-0.14085,,N,N,
SALMOND; Sir John Maitland,(1881-1968),Marshal of the Royal Air Force; RAF Commander; lived here 1928-1936 Address: 27 Chester Terrace; NW1,,,,51.527926,-0.145372,,N,N,
SALVIN; Anthony,(1799-1881),Architect; lived here. Address: 11 Hanover Terrace; Regent's Park; NW1,,,,51.527889,-0.16281,,N,N,
de SAN MARTIN; Jose (The Liberator) ,(1778-1850),Argentine Soldier; and Statesman; stayed here Address: 23 Park Road; NW1,,,,51.526122,-0.162091,,N,N,
SANTLEY; Sir Charles,(1834-1922),Singer; lived and died here. Address: 13 Blenheim Road; NW8,,,,51.536142,-0.179288,,N,N,
SARGENT; Sir Malcolm,(1895-1967),Conductor; lived and died in a flat in this building. Address: Albert Hall Mansions; Kensington Gore; SW7,,,,51.497134,-0.178366,,N,N,
SARTORIUS; John F.,(1775-c.1830),Sporting Painter; lived here 1807-1812. Address: 155 Old Church Street; SW3,,,,51.488696,-0.175099,,N,N,
SASSOON; Siegfried,(1886-1967),Writer; lived here 1925-1932. Address: 23 Campden Hill Square; Kensington; W8,,,,51.501559,-0.195281,,N,N,
SAUNDERS; Sir Edwin,(1814-1901),Dentist to Queen Victoria; lived and died; here Address: Fairlawns; 89 Wimbledon Parkside; SW19,,,,51.443647,-0.223064,,N,N,
SAVARKAR; Vinayak Damodar,(1883-1966),Indian Patriot and Philosopher; lived here. Address: 65 Cromwell Avenue; Highgate; N6,,,,51.570271,-0.141439,,N,N,
SAYERS; Dorothy L.,(1893-1957),Writer of Detective Stories; lived here 1921-1929. Address: 24 Great James Street; WC1,,,,51.521292,-0.116822,,N,N,
SAYERS; Tom,(1826-1865),Pugilist; died here Address: 257 Camden High Street; NW1,,,,51.5405,-0.144003,,N,N,
SCAWEN-BLUNT; Wilfrid,(1840-1922),Diplomat; Poet and Traveller; Founder of Crabbet Park Arabian stud; lived here. Address: 15 Buckingham Gate; SW1,,,,51.49754,-0.135636,,N,N,
SCHOPENHAUER; Arthur,(1788-1860),Philosopher lived and studied here in 1803 Address: Eagle House; High Street; Wimbledon; SW19,,,,51.413765,-0.177102,,N,N,
SCHREINER; Olive,(1855-1920),Author; lived here. Address: 16 Portsea Place; W2,,,,51.515328,-0.164575,,N,N,
SCHWITTERS; Kurt,(1887-1948),Artist; lived here. Address: 39 Westmoreland Road; Barnes; SW13,,,,51.476748,-0.243292,,N,N,
